Geography,Age_Group,Disease,Average_Prevalence,Max_Prevalence,2018,2019,2020,2021,2022,2023
Highland,Ages85plus,Stroke and TIA,7474.533333333334,7732.8,7031.1,7367.3,7623.2,7732.8,7674.3,7418.5
Inverclyde,Ages0to4,Asthma,522.1333333333333,861.5,861.5,626.6,469.9,391.6,313.3,469.9
Inverclyde,Ages0to4,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Diabetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Epilepsy,52.199999999999996,78.3,0.0,0.0,78.3,78.3,78.3,78.3
Inverclyde,Ages0to4,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages0to4,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages15to24,Asthma,3650.3666666666663,3996.2,3996.2,3736.1,3960.7,3747.9,3292.7,3168.6
Inverclyde,Ages15to24,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages15to24,Cancer,19.71666666666667,59.1,0.0,0.0,0.0,29.6,59.1,29.6
Inverclyde,Ages15to24,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages15to24,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages15to24,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages15to24,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages15to24,Depression,2384.3333333333335,2530.1,2234.6,2252.3,2530.1,2447.4,2411.9,2429.7
Inverclyde,Ages15to24,Diabetes,364.56666666666666,443.4,443.4,443.4,295.6,354.7,354.7,295.6
Inverclyde,Ages15to24,Eating Disorder,201.98333333333335,325.1,88.7,147.8,177.3,236.5,325.1,236.5
Inverclyde,Ages15to24,Epilepsy,492.61666666666673,561.6,561.6,532.0,532.0,472.9,443.4,413.8
Inverclyde,Ages15to24,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages15to24,Hypertension,29.566666666666666,59.1,29.6,29.6,59.1,59.1,0.0,0.0
Inverclyde,Ages15to24,Mental Health,14.783333333333333,59.1,0.0,0.0,0.0,29.6,59.1,0.0
Inverclyde,Ages15to24,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages15to24,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages15to24,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages15to24,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages15to24,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages25to44,Asthma,3707.2000000000003,3926.4,3577.0,3581.8,3926.4,3836.6,3649.8,3671.6
Inverclyde,Ages25to44,Atrial Fibrillation,18.2,24.3,12.1,24.3,24.3,12.1,24.3,12.1
Inverclyde,Ages25to44,Cancer,315.46666666666664,351.9,315.5,291.2,327.6,351.9,303.3,303.3
Inverclyde,Ages25to44,Chronic Kidney Disease (CKD),18.183333333333334,36.4,0.0,12.1,12.1,12.1,36.4,36.4
Inverclyde,Ages25to44,Chronic Obstructive Pulmonary Disease (COPD),72.8,97.1,84.9,60.7,72.8,97.1,72.8,48.5
Inverclyde,Ages25to44,Coronary Heart Disease (CHD),68.76666666666667,97.1,72.8,97.1,60.7,48.5,60.7,72.8
Inverclyde,Ages25to44,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages25to44,Depression,7802.7,8629.4,7020.5,7275.3,7702.4,7911.1,8277.5,8629.4
Inverclyde,Ages25to44,Diabetes,835.2166666666667,963.4,796.0,796.0,781.4,796.0,878.5,963.4
Inverclyde,Ages25to44,Eating Disorder,230.54999999999998,279.1,254.8,279.1,242.7,206.3,194.1,206.3
Inverclyde,Ages25to44,Epilepsy,920.9166666666666,953.7,866.3,902.7,902.7,948.8,951.3,953.7
Inverclyde,Ages25to44,Heart Failure,12.116666666666667,24.3,24.3,0.0,12.1,12.1,12.1,12.1
Inverclyde,Ages25to44,Hypertension,967.85,1062.9,985.2,953.7,939.1,914.9,951.3,1062.9
Inverclyde,Ages25to44,Mental Health,574.3166666666666,643.1,630.9,643.1,606.7,546.0,521.7,497.5
Inverclyde,Ages25to44,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages25to44,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages25to44,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages25to44,Rheumatoid Arthritis,74.81666666666668,84.9,72.8,84.9,72.8,72.8,84.9,60.7
Inverclyde,Ages25to44,Stroke and TIA,62.68333333333333,84.9,48.5,72.8,60.7,84.9,72.8,36.4
Inverclyde,Ages45to64,Asthma,4626.066666666667,4762.8,4560.4,4496.4,4688.2,4762.8,4624.3,4624.3
Inverclyde,Ages45to64,Atrial Fibrillation,561.15,596.7,468.8,586.0,586.0,564.7,564.7,596.7
Inverclyde,Ages45to64,Cancer,1813.1499999999999,1907.3,1704.8,1756.0,1877.4,1813.5,1819.9,1907.3
Inverclyde,Ages45to64,Chronic Kidney Disease (CKD),793.1,865.2,760.8,780.0,788.5,750.1,814.0,865.2
Inverclyde,Ages45to64,Chronic Obstructive Pulmonary Disease (COPD),1792.5500000000002,1873.2,1766.6,1858.2,1873.2,1764.5,1749.6,1743.2
Inverclyde,Ages45to64,Coronary Heart Disease (CHD),2303.616666666667,2405.9,2405.9,2378.2,2369.7,2258.9,2201.3,2207.7
Inverclyde,Ages45to64,Dementia,5.349999999999999,10.7,10.7,10.7,0.0,10.7,0.0,0.0
Inverclyde,Ages45to64,Depression,8392.633333333333,8899.1,7788.9,8104.2,8319.5,8549.6,8694.5,8899.1
Inverclyde,Ages45to64,Diabetes,3734.6,3795.3,3712.2,3748.5,3771.9,3667.5,3712.2,3795.3
Inverclyde,Ages45to64,Eating Disorder,191.79999999999998,223.8,149.2,170.5,191.8,202.4,213.1,223.8
Inverclyde,Ages45to64,Epilepsy,1123.7666666666667,1165.7,1093.2,1103.9,1142.2,1165.7,1161.4,1076.2
Inverclyde,Ages45to64,Heart Failure,344.5333333333333,383.6,309.0,330.3,341.0,341.0,362.3,383.6
Inverclyde,Ages45to64,Hypertension,9575.35,9777.1,9777.1,9760.0,9766.4,9444.7,9312.5,9391.4
Inverclyde,Ages45to64,Mental Health,1104.9333333333332,1129.4,1103.9,1129.4,1093.2,1084.7,1125.2,1093.2
Inverclyde,Ages45to64,Osteoporosis,47.93333333333333,63.9,63.9,63.9,63.9,42.6,32.0,21.3
Inverclyde,Ages45to64,Palliative Care,37.300000000000004,63.9,32.0,21.3,32.0,32.0,42.6,63.9
Inverclyde,Ages45to64,Peripheral Arterial Disease (PAD),470.5833333333333,539.1,539.1,500.8,462.4,447.5,447.5,426.2
Inverclyde,Ages45to64,Rheumatoid Arthritis,470.59999999999997,500.8,500.8,490.1,458.2,490.1,426.2,458.2
Inverclyde,Ages45to64,Stroke and TIA,1408.2166666666665,1423.5,1417.1,1397.9,1402.2,1404.3,1423.5,1404.3
Inverclyde,Ages5to14,Asthma,3290.1666666666665,3668.0,3668.0,3381.5,3605.7,3331.7,2821.0,2933.1
Inverclyde,Ages5to14,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages5to14,Cancer,15.550000000000002,31.1,31.1,31.1,31.1,0.0,0.0,0.0
Inverclyde,Ages5to14,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages5to14,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages5to14,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages5to14,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages5to14,Depression,5.183333333333334,31.1,0.0,0.0,0.0,31.1,0.0,0.0
Inverclyde,Ages5to14,Diabetes,88.23333333333333,155.7,62.3,155.7,93.4,62.3,93.4,62.3
Inverclyde,Ages5to14,Eating Disorder,5.183333333333334,31.1,0.0,0.0,31.1,0.0,0.0,0.0
Inverclyde,Ages5to14,Epilepsy,134.9,186.8,186.8,124.5,124.5,93.4,124.5,155.7
Inverclyde,Ages5to14,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages5to14,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages5to14,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages5to14,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages5to14,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages5to14,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages5to14,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages5to14,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages65to74,Asthma,4176.266666666666,4462.6,3766.0,3991.2,4232.1,4289.8,4315.9,4462.6
Inverclyde,Ages65to74,Atrial Fibrillation,2345.6666666666665,2404.1,2283.7,2283.7,2383.2,2404.1,2336.1,2383.2
Inverclyde,Ages65to74,Cancer,4295.0,4488.8,4137.9,4185.0,4169.3,4357.8,4488.8,4431.2
Inverclyde,Ages65to74,Chronic Kidney Disease (CKD),4247.866666666666,4431.2,4185.0,4431.2,4415.5,4247.9,4080.2,4127.4
Inverclyde,Ages65to74,Chronic Obstructive Pulmonary Disease (COPD),4136.983333333333,4336.9,4336.9,4158.8,4174.5,4127.4,4001.7,4022.6
Inverclyde,Ages65to74,Coronary Heart Disease (CHD),6528.916666666667,6982.0,6982.0,6662.5,6526.3,6552.5,6253.9,6196.3
Inverclyde,Ages65to74,Dementia,405.8999999999999,445.2,445.2,366.6,392.8,419.0,445.2,366.6
Inverclyde,Ages65to74,Depression,5765.066666666666,6782.9,4761.2,5195.9,5604.4,5929.2,6316.8,6782.9
Inverclyde,Ages65to74,Diabetes,7016.900000000001,7254.3,6840.6,6851.0,6997.7,7065.8,7092.0,7254.3
Inverclyde,Ages65to74,Eating Disorder,8.733333333333333,26.2,0.0,0.0,0.0,26.2,26.2,0.0
Inverclyde,Ages65to74,Epilepsy,871.1999999999999,916.6,838.0,864.2,916.6,811.9,916.6,879.9
Inverclyde,Ages65to74,Heart Failure,1314.65,1361.8,1236.1,1309.4,1309.4,1335.6,1335.6,1361.8
Inverclyde,Ages65to74,Hypertension,19530.86666666667,19673.2,19652.2,19453.2,19673.2,19657.4,19400.8,19348.4
Inverclyde,Ages65to74,Mental Health,750.7666666666668,785.7,680.9,759.5,759.5,785.7,785.7,733.3
Inverclyde,Ages65to74,Osteoporosis,200.76666666666668,314.3,314.3,235.7,183.3,157.1,183.3,130.9
Inverclyde,Ages65to74,Palliative Care,130.93333333333334,157.1,130.9,104.8,157.1,104.8,130.9,157.1
Inverclyde,Ages65to74,Peripheral Arterial Disease (PAD),1527.6833333333334,1634.2,1634.2,1602.8,1581.8,1529.4,1388.0,1429.9
Inverclyde,Ages65to74,Rheumatoid Arthritis,1007.4,1073.7,989.9,1021.4,1021.4,969.0,1073.7,969.0
Inverclyde,Ages65to74,Stroke and TIA,3777.333333333334,3959.8,3766.0,3566.9,3729.3,3823.6,3959.8,3818.4
Inverclyde,Ages75to84,Asthma,3672.966666666667,3874.2,3448.6,3405.1,3726.5,3778.7,3804.7,3874.2
Inverclyde,Ages75to84,Atrial Fibrillation,5498.583333333333,5733.1,5316.2,5498.6,5611.5,5290.1,5542.0,5733.1
Inverclyde,Ages75to84,Cancer,6193.549999999999,6923.2,5559.4,5846.1,6115.4,6158.8,6558.4,6923.2
Inverclyde,Ages75to84,Chronic Kidney Disease (CKD),10481.8,10667.1,10423.9,10528.1,10667.1,10232.8,10371.8,10667.1
Inverclyde,Ages75to84,Chronic Obstructive Pulmonary Disease (COPD),5201.816666666667,5507.3,5020.8,5246.7,5507.3,5099.0,5255.4,5081.7
Inverclyde,Ages75to84,Coronary Heart Disease (CHD),10306.633333333333,10936.4,10936.4,10866.9,10589.0,9798.5,9954.8,9694.2
Inverclyde,Ages75to84,Dementia,2316.4166666666665,2762.3,2762.3,2736.3,2545.2,1911.0,1928.4,2015.3
Inverclyde,Ages75to84,Depression,3809.0833333333335,4534.4,3144.5,3387.8,3717.9,3839.5,4230.4,4534.4
Inverclyde,Ages75to84,Diabetes,7676.033333333333,7913.5,7835.3,7626.8,7618.1,7418.3,7644.2,7913.5
Inverclyde,Ages75to84,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages75to84,Epilepsy,861.4166666666666,955.5,825.2,825.2,868.7,868.7,955.5,825.2
Inverclyde,Ages75to84,Heart Failure,2265.7499999999995,2354.1,2241.1,2293.3,2354.1,2154.3,2249.8,2301.9
Inverclyde,Ages75to84,Hypertension,24979.733333333334,26233.5,24218.2,24635.2,25069.5,24339.8,25382.2,26233.5
Inverclyde,Ages75to84,Mental Health,506.71666666666664,608.1,390.9,390.9,564.6,564.6,521.2,608.1
Inverclyde,Ages75to84,Osteoporosis,1402.8833333333334,1650.5,1650.5,1494.1,1476.7,1207.4,1259.6,1329.0
Inverclyde,Ages75to84,Palliative Care,398.1333333333334,434.3,347.5,390.9,434.3,347.5,434.3,434.3
Inverclyde,Ages75to84,Peripheral Arterial Disease (PAD),2170.2000000000003,2380.1,2380.1,2232.5,2319.3,2154.3,2076.1,1858.9
Inverclyde,Ages75to84,Rheumatoid Arthritis,998.9833333333332,1259.6,868.7,781.8,868.7,999.0,1216.1,1259.6
Inverclyde,Ages75to84,Stroke and TIA,6210.916666666667,6610.5,6610.5,6549.7,6271.7,5759.2,5959.0,6115.4
Inverclyde,Ages85plus,Asthma,3944.0166666666664,4198.5,3689.6,4071.2,3816.8,3944.0,4198.5,3944.0
Inverclyde,Ages85plus,Atrial Fibrillation,9368.099999999999,9669.2,9313.0,9236.6,9465.6,9109.4,9414.8,9669.2
Inverclyde,Ages85plus,Cancer,7086.516666666666,7328.2,6972.0,7175.6,6997.5,6844.8,7328.2,7201.0
Inverclyde,Ages85plus,Chronic Kidney Disease (CKD),19906.7,20432.6,19516.5,20432.6,20076.3,19618.3,20152.7,19643.8
Inverclyde,Ages85plus,Chronic Obstructive Pulmonary Disease (COPD),4274.816666666667,4376.6,4376.6,4351.1,4249.4,4122.1,4300.3,4249.4
Inverclyde,Ages85plus,Coronary Heart Disease (CHD),13477.533333333333,13842.2,13307.9,13587.8,13689.6,13460.6,13842.2,12977.1
Inverclyde,Ages85plus,Dementia,7014.399999999999,8676.8,8651.4,8676.8,7582.7,6539.4,5801.5,4834.6
Inverclyde,Ages85plus,Depression,3498.7166666666667,4071.2,4071.2,3435.1,3562.3,3180.7,3307.9,3435.1
Inverclyde,Ages85plus,Diabetes,6840.55,7353.7,6895.7,6997.5,7353.7,6793.9,6590.3,6412.2
Inverclyde,Ages85plus,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inverclyde,Ages85plus,Epilepsy,572.5,636.1,508.9,508.9,636.1,508.9,636.1,636.1
Inverclyde,Ages85plus,Heart Failure,3931.2999999999997,4300.3,4300.3,3893.1,3460.6,4071.2,4045.8,3816.8
Inverclyde,Ages85plus,Hypertension,29813.416666666668,30330.8,30025.4,30330.8,29771.0,29414.8,29643.8,29694.7
Inverclyde,Ages85plus,Mental Health,275.68333333333334,508.9,508.9,254.5,254.5,254.5,127.2,254.5
Inverclyde,Ages85plus,Osteoporosis,2548.7666666666664,2875.3,2875.3,2722.6,2391.9,2468.2,2417.3,2417.3
Inverclyde,Ages85plus,Palliative Care,996.6166666666667,1272.3,1017.8,1017.8,890.6,763.4,1017.8,1272.3
Inverclyde,Ages85plus,Peripheral Arterial Disease (PAD),2141.633333333333,2417.3,2290.1,2417.3,2417.3,2162.8,1908.4,1653.9
Inverclyde,Ages85plus,Rheumatoid Arthritis,699.7333333333332,890.6,890.6,508.9,636.1,636.1,636.1,890.6
Inverclyde,Ages85plus,Stroke and TIA,10398.65,10966.9,10101.8,9974.6,10966.9,10636.1,10559.8,10152.7
Midlothian,Ages0to4,Asthma,137.74999999999997,229.6,183.7,229.6,183.7,91.8,45.9,91.8
Midlothian,Ages0to4,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Diabetes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Eating Disorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Epilepsy,15.299999999999999,45.9,0.0,0.0,0.0,0.0,45.9,45.9
Midlothian,Ages0to4,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Hypertension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Mental Health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages0to4,Stroke and TIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages15to24,Asthma,2703.0666666666666,2899.8,2796.8,2717.1,2899.8,2749.9,2515.7,2539.1
Midlothian,Ages15to24,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages15to24,Cancer,31.216666666666665,70.3,46.8,70.3,46.8,23.4,0.0,0.0
Midlothian,Ages15to24,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages15to24,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages15to24,Coronary Heart Disease (CHD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages15to24,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages15to24,Depression,1535.8,2422.0,2422.0,1930.1,1592.8,1349.2,1035.3,885.4
Midlothian,Ages15to24,Diabetes,374.7833333333333,468.5,327.9,351.4,374.8,398.2,468.5,327.9
Midlothian,Ages15to24,Eating Disorder,284.9833333333333,374.8,187.4,234.2,257.7,327.9,327.9,374.8
Midlothian,Ages15to24,Epilepsy,487.96666666666664,538.7,468.5,538.7,515.3,445.0,538.7,421.6
Midlothian,Ages15to24,Heart Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages15to24,Hypertension,31.2,46.8,23.4,23.4,23.4,23.4,46.8,46.8
Midlothian,Ages15to24,Mental Health,124.91666666666664,187.4,46.8,117.1,93.7,140.5,164.0,187.4
Midlothian,Ages15to24,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages15to24,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages15to24,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages15to24,Rheumatoid Arthritis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages15to24,Stroke and TIA,3.9,23.4,0.0,0.0,0.0,0.0,0.0,23.4
Midlothian,Ages25to44,Asthma,2969.066666666667,3128.0,2823.2,2712.5,3049.7,3088.8,3012.2,3128.0
Midlothian,Ages25to44,Atrial Fibrillation,15.583333333333334,17.0,8.5,17.0,17.0,17.0,17.0,17.0
Midlothian,Ages25to44,Cancer,349.65000000000003,383.1,326.9,349.1,340.6,349.1,383.1,349.1
Midlothian,Ages25to44,Chronic Kidney Disease (CKD),14.166666666666666,25.5,17.0,25.5,17.0,8.5,8.5,8.5
Midlothian,Ages25to44,Chronic Obstructive Pulmonary Disease (COPD),44.01666666666667,51.1,34.1,51.1,42.6,34.1,51.1,51.1
Midlothian,Ages25to44,Coronary Heart Disease (CHD),36.93333333333333,42.6,34.1,34.1,34.1,34.1,42.6,42.6
Midlothian,Ages25to44,Dementia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages25to44,Depression,5180.383333333333,5602.1,5602.1,5385.8,5220.7,5053.8,4972.1,4847.8
Midlothian,Ages25to44,Diabetes,716.5833333333334,807.1,630.0,662.4,665.8,762.8,771.4,807.1
Midlothian,Ages25to44,Eating Disorder,421.71666666666664,444.4,422.3,435.9,410.4,391.6,425.7,444.4
Midlothian,Ages25to44,Epilepsy,623.7833333333333,667.5,597.7,623.2,611.3,623.2,619.8,667.5
Midlothian,Ages25to44,Heart Failure,19.833333333333332,25.5,25.5,17.0,17.0,17.0,17.0,25.5
Midlothian,Ages25to44,Hypertension,831.5166666666668,892.2,803.7,836.1,800.3,788.4,868.4,892.2
Midlothian,Ages25to44,Mental Health,434.2,459.7,417.2,425.7,408.7,434.2,459.7,459.7
Midlothian,Ages25to44,Osteoporosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages25to44,Palliative Care,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages25to44,Peripheral Arterial Disease (PAD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages25to44,Rheumatoid Arthritis,86.56666666666666,102.2,93.7,102.2,85.1,102.2,68.1,68.1
Midlothian,Ages25to44,Stroke and TIA,58.18333333333334,85.1,59.6,42.6,51.1,51.1,59.6,85.1
Midlothian,Ages45to64,Asthma,4252.633333333333,4432.2,4044.9,4140.4,4432.2,4402.8,4208.3,4287.2
Midlothian,Ages45to64,Atrial Fibrillation,508.36666666666673,574.4,416.6,440.5,495.5,552.4,570.8,574.4
Midlothian,Ages45to64,Cancer,2231.366666666667,2286.7,2149.1,2209.7,2242.7,2244.5,2255.5,2286.7
Midlothian,Ages45to64,Chronic Kidney Disease (CKD),556.6833333333334,616.6,600.1,548.7,530.4,508.4,535.9,616.6
Midlothian,Ages45to64,Chronic Obstructive Pulmonary Disease (COPD),1489.0166666666667,1525.1,1525.1,1519.6,1504.9,1460.9,1479.2,1444.4
Midlothian,Ages45to64,Coronary Heart Disease (CHD),1711.3833333333332,1734.3,1681.1,1706.8,1734.3,1684.8,1727.0,1734.3
Midlothian,Ages45to64,Dementia,33.666666666666664,55.1,36.7,55.1,55.1,36.7,9.2,9.2
Midlothian,Ages45to64,Depression,6170.766666666666,6210.5,6161.0,6184.8,6188.5,6210.5,6164.7,6115.1
Midlothian,Ages45to64,Diabetes,3285.133333333333,3487.0,3090.6,3132.8,3250.3,3316.3,3433.8,3487.0
Midlothian,Ages45to64,Eating Disorder,411.1166666666666,468.0,343.2,370.7,398.3,425.8,468.0,460.7
Midlothian,Ages45to64,Epilepsy,817.9166666666666,880.9,792.8,820.4,880.9,809.4,791.0,813.0
Midlothian,Ages45to64,Heart Failure,308.01666666666665,345.0,345.0,328.5,312.0,312.0,275.3,275.3
Midlothian,Ages45to64,Hypertension,8223.233333333332,8326.6,8288.1,8211.0,8308.3,8060.5,8144.9,8326.6
Midlothian,Ages45to64,Mental Health,702.2833333333333,752.5,651.5,682.7,697.4,752.5,730.4,699.2
Midlothian,Ages45to64,Osteoporosis,15.316666666666668,27.5,27.5,18.4,18.4,9.2,9.2,9.2
Midlothian,Ages45to64,Palliative Care,55.06666666666667,73.4,27.5,55.1,73.4,64.2,55.1,55.1
Midlothian,Ages45to64,Peripheral Arterial Disease (PAD),385.40000000000003,422.1,422.1,422.1,385.4,376.2,348.7,357.9
Midlothian,Ages45to64,Rheumatoid Arthritis,507.76666666666665,523.1,495.5,486.3,523.1,513.9,504.7,523.1
Midlothian,Ages45to64,Stroke and TIA,978.1833333333333,1005.7,954.3,969.0,994.7,1005.7,965.4,980.0
Midlothian,Ages5to14,Asthma,1587.0833333333333,1805.4,1805.4,1667.7,1695.2,1541.9,1404.2,1408.1
Midlothian,Ages5to14,Atrial Fibrillation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages5to14,Cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages5to14,Chronic Kidney Disease (CKD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midlothian,Ages5to14,Chronic Obstructive Pulmonary Disease (COPD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
